Sweden, Live births by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 11/01/2018
Year  ARDY   Cohort       Total
2006    33    1973      7727.00
2006    34    1972      7245.00
2006    35    1971      6212.00
2006    36    1970      4933.00
2006    37    1969      3924.00
2006    38    1968      3180.00
2006    39    1967      2495.00
2006    40    1966      1920.00
2006    41    1965      1177.00
2006    42    1964       796.00
2006    43    1963       468.00
2006    44    1962       236.00
2006    45    1961        93.00
2006    46    1960        59.00
2006    47    1959        35.00
2006    48    1958        12.00
2006    49    1957         6.00
2006    50    1956         2.00
2006    51    1955         2.00
2006    52    1954         2.00
2006    53    1953         0.00
2006    54    1952         0.00
2006    55+   1951-        0.00
2007    12-   1995+        0.00
2007    13    1994         0.00
2007    14    1993         4.00
2007    15    1992        18.00
2007    16    1991        76.00
2007    17    1990       167.00
2007    18    1989       354.00
2007    19    1988       687.00
2007    20    1987      1235.00
2007    21    1986      1850.00
2007    22    1985      2475.00
2007    23    1984      2839.00
2007    24    1983      3578.00
2007    25    1982      4177.00
2007    26    1981      5007.00
2007    27    1980      5978.00
2007    28    1979      6535.00
2007    29    1978      7067.00
2007    30    1977      7783.00
2007    31    1976      8173.00
2007    32    1975      8228.00
2007    33    1974      8076.00
2007    34    1973      7176.00
2007    35    1972      6252.00
2007    36    1971      5318.00
2007    37    1970      4224.00
2007    38    1969      3159.00
2007    39    1968      2535.00
2007    40    1967      1906.00
2007    41    1966      1339.00
2007    42    1965       908.00
2007    43    1964       517.00
2007    44    1963       285.00
2007    45    1962       115.00
2007    46    1961        57.00
2007    47    1960        36.00
2007    48    1959        16.00
2007    49    1958         9.00
2007    50    1957         8.00
2007    51    1956         3.00
2007    52    1955         1.00
2007    53    1954         1.00
2007    54    1953         0.00
2007    55+   1952-        1.00
2008    12-   1996+        0.00
2008    13    1995         1.00
2008    14    1994         2.00
2008    15    1993        14.00
2008    16    1992        57.00
2008    17    1991       159.00
2008    18    1990       364.00
2008    19    1989       740.00
2008    20    1988      1306.00
2008    21    1987      1971.00
2008    22    1986      2626.00
2008    23    1985      3136.00
2008    24    1984      3701.00
2008    25    1983      4436.00
2008    26    1982      5071.00
2008    27    1981      5785.00
2008    28    1980      6917.00
2008    29    1979      7469.00
2008    30    1978      7791.00
2008    31    1977      8163.00
2008    32    1976      8053.00
2008    33    1975      7688.00
2008    34    1974      7233.00
2008    35    1973      6369.00
2008    36    1972      5389.00
2008    37    1971      4351.00
2008    38    1970      3342.00
2008    39    1969      2528.00
2008    40    1968      1946.00
2008    41    1967      1358.00
2008    42    1966       895.00
2008    43    1965       519.00
2008    44    1964       275.00
2008    45    1963       129.00
2008    46    1962        81.00
2008    47    1961        22.00
2008    48    1960        14.00
2008    49    1959         4.00
2008    50    1958         3.00
2008    51    1957         0.00
2008    52    1956         2.00
2008    53    1955         2.00
2008    54    1954         0.00
2008    55+   1953-        0.00
2009    12-   1997+        0.00
2009    13    1996         1.00
2009    14    1995         1.00
2009    15    1994        10.00
2009    16    1993        53.00
2009    17    1992       174.00
2009    18    1991       344.00
2009    19    1990       733.00
2009    20    1989      1332.00
2009    21    1988      2094.00
2009    22    1987      2563.00
2009    23    1986      3337.00
2009    24    1985      3855.00
2009    25    1984      4402.00
2009    26    1983      5137.00
2009    27    1982      6043.00
2009    28    1981      6769.00
2009    29    1980      7644.00
2009    30    1979      8146.00
2009    31    1978      8092.00
2009    32    1977      8050.00
2009    33    1976      7551.00
2009    34    1975      7125.00
2009    35    1974      6690.00
2009    36    1973      5527.00
2009    37    1972      4529.00
2009    38    1971      3667.00
2009    39    1970      2668.00
2009    40    1969      1860.00
2009    41    1968      1428.00
2009    42    1967       926.00
2009    43    1966       557.00
2009    44    1965       331.00
2009    45    1964       145.00
2009    46    1963        77.00
2009    47    1962        33.00
2009    48    1961        15.00
2009    49    1960        13.00
2009    50    1959         6.00
2009    51    1958         7.00
2009    52    1957         0.00
2009    53    1956         2.00
2009    54    1955         0.00
2009    55+   1954-        0.00
2010    12-   1998+        0.00
2010    13    1997         1.00
2010    14    1996         4.00
2010    15    1995         9.00
2010    16    1994        55.00
2010    17    1993       159.00
2010    18    1992       324.00
2010    19    1991       720.00
2010    20    1990      1354.00
2010    21    1989      2077.00
2010    22    1988      2757.00
2010    23    1987      3326.00
2010    24    1986      4120.00
2010    25    1985      4834.00
2010    26    1984      5524.00
2010    27    1983      6150.00
2010    28    1982      7033.00
2010    29    1981      7806.00
2010    30    1980      8541.00
2010    31    1979      8493.00
2010    32    1978      8163.00
2010    33    1977      7739.00
2010    34    1976      7119.00
2010    35    1975      6520.00
2010    36    1974      5879.00
2010    37    1973      4642.00
2010    38    1972      3759.00
2010    39    1971      2958.00
2010    40    1970      2089.00
2010    41    1969      1386.00
2010    42    1968       993.00
2010    43    1967       533.00
2010    44    1966       329.00
2010    45    1965       196.00
2010    46    1964        87.00
2010    47    1963        45.00
2010    48    1962        14.00
2010    49    1961        10.00
2010    50    1960         6.00
2010    51    1959         4.00
2010    52    1958         2.00
2010    53    1957         2.00
2010    54    1956         0.00
2010    55+   1955-        0.00
2011    12-   1999+        0.00
2011    13    1998         1.00
2011    14    1997         2.00
2011    15    1996        10.00
2011    16    1995        46.00
2011    17    1994       140.00
2011    18    1993       288.00
2011    19    1992       720.00
2011    20    1991      1235.00
2011    21    1990      1993.00
2011    22    1989      2560.00
2011    23    1988      3346.00
2011    24    1987      4098.00
2011    25    1986      4780.00
2011    26    1985      5484.00
2011    27    1984      6058.00
2011    28    1983      6752.00
2011    29    1982      7427.00
2011    30    1981      7686.00
2011    31    1980      8409.00
2011    32    1979      7855.00
2011    33    1978      7332.00
2011    34    1977      6922.00
2011    35    1976      6078.00
2011    36    1975      5482.00
2011    37    1974      4744.00
2011    38    1973      3722.00
2011    39    1972      2819.00
2011    40    1971      2178.00
2011    41    1970      1441.00
2011    42    1969       929.00
2011    43    1968       491.00
2011    44    1967       326.00
2011    45    1966       179.00
2011    46    1965        77.00
2011    47    1964        35.00
2011    48    1963        15.00
2011    49    1962         7.00
2011    50    1961        10.00
2011    51    1960         9.00
2011    52    1959         0.00
2011    53    1958         4.00
2011    54    1957         0.00
2011    55+   1956-        0.00
2012    12-   2000+        0.00
2012    13    1999         0.00
2012    14    1998         2.00
2012    15    1997         9.00
2012    16    1996        40.00
2012    17    1995       117.00
2012    18    1994       282.00
2012    19    1993       590.00
2012    20    1992      1162.00
2012    21    1991      1870.00
2012    22    1990      2712.00
2012    23    1989      3325.00
2012    24    1988      4284.00
2012    25    1987      4950.00
2012    26    1986      5854.00
2012    27    1985      6370.00
2012    28    1984      6902.00
2012    29    1983      7302.00
2012    30    1982      8000.00
2012    31    1981      8351.00
2012    32    1980      8316.00
2012    33    1979      7460.00
2012    34    1978      6895.00
2012    35    1977      6181.00
2012    36    1976      5297.00
2012    37    1975      4462.00
2012    38    1974      3668.00
2012    39    1973      2919.00
2012    40    1972      2129.00
2012    41    1971      1504.00
2012    42    1970       915.00
2012    43    1969       569.00
2012    44    1968       330.00
2012    45    1967       202.00
2012    46    1966        87.00
2012    47    1965        47.00
2012    48    1964        25.00
2012    49    1963        21.00
2012    50    1962        10.00
2012    51    1961         7.00
2012    52    1960         1.00
2012    53    1959         4.00
2012    54    1958         0.00
2012    55+   1957-        6.00
2013    12-   2001+        0.00
2013    13    2000         1.00
2013    14    1999         2.00
2013    15    1998        10.00
2013    16    1997        46.00
2013    17    1996       112.00
2013    18    1995       280.00
2013    19    1994       506.00
2013    20    1993      1094.00
2013    21    1992      1795.00
2013    22    1991      2503.00
2013    23    1990      3456.00
2013    24    1989      4203.00
2013    25    1988      5065.00
2013    26    1987      5856.00
2013    27    1986      6426.00
2013    28    1985      7221.00
2013    29    1984      7576.00
2013    30    1983      7937.00
2013    31    1982      8257.00
2013    32    1981      8222.00
2013    33    1980      7905.00
2013    34    1979      7037.00
2013    35    1978      6018.00
2013    36    1977      5127.00
2013    37    1976      4468.00
2013    38    1975      3633.00
2013    39    1974      2968.00
2013    40    1973      2182.00
2013    41    1972      1477.00
2013    42    1971       954.00
2013    43    1970       604.00
2013    44    1969       278.00
2013    45    1968       169.00
2013    46    1967        75.00
2013    47    1966        51.00
2013    48    1965        32.00
2013    49    1964        18.00
2013    50    1963        11.00
2013    51    1962         6.00
2013    52    1961         3.00
2013    53    1960         4.00
2013    54    1959         1.00
2013    55+   1958-        4.00
2014    12-   2002+        0.00
2014    13    2001         0.00
2014    14    2000         2.00
2014    15    1999        13.00
2014    16    1998        36.00
2014    17    1997        89.00
2014    18    1996       244.00
2014    19    1995       509.00
2014    20    1994       950.00
2014    21    1993      1538.00
2014    22    1992      2296.00
2014    23    1991      3341.00
2014    24    1990      4377.00
2014    25    1989      5226.00
2014    26    1988      6330.00
2014    27    1987      6828.00
2014    28    1986      7521.00
2014    29    1985      7894.00
2014    30    1984      8335.00
2014    31    1983      8176.00
2014    32    1982      8101.00
2014    33    1981      7646.00
2014    34    1980      7375.00
2014    35    1979      6129.00
2014    36    1978      5193.00
2014    37    1977      4256.00
2014    38    1976      3536.00
2014    39    1975      2849.00
2014    40    1974      2244.00
2014    41    1973      1604.00
2014    42    1972       944.00
2014    43    1971       598.00
2014    44    1970       348.00
2014    45    1969       155.00
2014    46    1968       103.00
2014    47    1967        52.00
2014    48    1966        32.00
2014    49    1965        10.00
2014    50    1964        18.00
2014    51    1963         2.00
2014    52    1962         3.00
2014    53    1961         4.00
2014    54    1960         0.00
2014    55+   1959-        0.00
2015    12-   2003+        0.00
2015    13    2002         0.00
2015    14    2001         2.00
2015    15    2000         6.00
2015    16    1999        30.00
2015    17    1998       102.00
2015    18    1997       210.00
2015    19    1996       435.00
2015    20    1995       930.01
2015    21    1994      1441.02
2015    22    1993      2181.02
2015    23    1992      3141.02
2015    24    1991      4202.04
2015    25    1990      5587.05
2015    26    1989      6407.06
2015    27    1988      7206.06
2015    28    1987      7525.06
2015    29    1986      8301.08
2015    30    1985      8419.07
2015    31    1984      8279.08
2015    32    1983      7977.07
2015    33    1982      7480.06
2015    34    1981      6913.06
2015    35    1980      6451.06
2015    36    1979      5287.04
2015    37    1978      4210.04
2015    38    1977      3518.04
2015    39    1976      2786.02
2015    40    1975      2004.02
2015    41    1974      1541.02
2015    42    1973       996.00
2015    43    1972       591.00
2015    44    1971       312.00
2015    45    1970       175.00
2015    46    1969        93.00
2015    47    1968        48.00
2015    48    1967        28.00
2015    49    1966        20.00
2015    50    1965        14.00
2015    51    1964         6.00
2015    52    1963         5.00
2015    53    1962         6.00
2015    54    1961         2.00
2015    55+   1960-        2.00
2016    12-   2004+        1.00
2016    13    2003         2.00
2016    14    2002         3.00
2016    15    2001        11.00
2016    16    2000        41.00
2016    17    1999       108.00
2016    18    1998       180.00
2016    19    1997       448.00
2016    20    1996       860.00
2016    21    1995      1423.01
2016    22    1994      2109.02
2016    23    1993      2933.02
2016    24    1992      4088.04
2016    25    1991      5283.04
2016    26    1990      6707.06
2016    27    1989      7422.06
2016    28    1988      8153.07
2016    29    1987      8435.07
2016    30    1986      8937.08
2016    31    1985      8758.08
2016    32    1984      8161.07
2016    33    1983      7464.06
2016    34    1982      6856.06
2016    35    1981      6359.06
2016    36    1980      5585.04
2016    37    1979      4522.04
2016    38    1978      3542.03
2016    39    1977      2786.02
2016    40    1976      2204.02
2016    41    1975      1535.02
2016    42    1974      1047.00
2016    43    1973       661.00
2016    44    1972       366.00
2016    45    1971       212.00
2016    46    1970        99.00
2016    47    1969        53.00
2016    48    1968        24.00
2016    49    1967        21.00
2016    50    1966        10.00
2016    51    1965        11.00
2016    52    1964         3.00
2016    53    1963         1.00
2016    54    1962         0.00
2016    55+   1961-        0.00
